question_type;scene_number;seed;question;answer;question_object_ids;container_id
existence;23;806606183;Is there an apple somewhere in the room?;True;[9];36;
existence;23;933195329;Do we have any apples?;False;[9];36;
existence;24;198907936;I think a potato is in the room. Is that correct?;True;[2];36;
existence;24;835984870;Is there a potato somewhere in the room?;False;[2];36;
existence;24;165086641;Do we have any loaves of bread?;False;[12];36;
existence;24;963312399;Please tell me if there is a loaf of bread somewhere in the room.;True;[12];36;
existence;24;422498933;Please tell me if there is a head of lettuce somewhere in the room.;True;[8];36;
existence;24;41979118;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;24;788879533;Do we have any loaves of bread?;True;[12];36;
existence;24;902556199;I think a loaf of bread is in the room. Is that correct?;False;[12];36;
existence;25;683350856;Is there a knife in the room?;True;[10];36;
existence;25;699572998;Please tell me if there is a knife somewhere in the room.;False;[10];36;
existence;25;676832044;Is there a bowl in the room?;True;[7];36;
existence;25;43440096;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;25;609801190;Is there a spoon somewhere nearby?;True;[1];36;
existence;25;308492044;Is there a spoon somewhere nearby?;False;[1];36;
existence;25;360582368;Do we have any plates?;True;[4];36;
existence;25;800023737;Please tell me if there is a plate somewhere in the room.;False;[4];36;
existence;26;481077754;I think a knife is in the room. Is that correct?;True;[10];36;
existence;26;124892566;I think a knife is in the room. Is that correct?;False;[10];36;
existence;26;86340880;Is there a mug in the room?;False;[13];36;
existence;26;899059986;Please tell me if there is a mug somewhere in the room.;True;[13];36;
existence;26;203568405;Is there a knife somewhere in the room?;True;[10];36;
existence;26;622685239;Do we have any knives?;False;[10];36;
existence;26;836463052;Is there a bowl somewhere in the room?;True;[7];36;
existence;26;626998232;Is there a bowl in the room?;False;[7];36;
existence;27;515095640;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;27;437583378;Do we have any loaves of bread?;False;[12];36;
existence;27;682388279;Is there a fork in the room?;True;[3];36;
existence;27;685398474;Is there a fork somewhere in the room?;False;[3];36;
existence;27;803679482;Is there a knife in the room?;True;[10];36;
existence;27;232676325;Is there a knife somewhere nearby?;False;[10];36;
existence;27;159717257;I think a potato is in the room. Is that correct?;True;[2];36;
existence;27;947505828;Is there a potato somewhere in the room?;False;[2];36;
existence;28;855856150;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;28;439055957;Is there a spoon somewhere nearby?;False;[1];36;
existence;28;990352193;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;28;102219312;Is there a tomato in the room?;True;[6];36;
existence;28;554518075;Is there a potato somewhere nearby?;True;[2];36;
existence;28;751676104;Please tell me if there is a potato somewhere in the room.;False;[2];36;
existence;28;598781382;Do we have any forks?;True;[3];36;
existence;28;58712736;Is there a fork somewhere in the room?;False;[3];36;
existence;29;668742544;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;29;314815806;Do we have any loaves of bread?;False;[12];36;
existence;29;512881489;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;29;33587433;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;29;932242275;Is there a tomato somewhere in the room?;True;[6];36;
existence;29;434007238;Is there a tomato somewhere nearby?;False;[6];36;
existence;29;398443268;Do we have any bowls?;True;[7];36;
existence;29;434476884;Is there a bowl somewhere in the room?;False;[7];36;
existence;30;204718230;I think a spoon is in the room. Is that correct?;True;[1];36;
existence;30;284757111;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;30;613522734;Is there a knife somewhere in the room?;False;[10];36;
existence;30;730961247;Is there a knife somewhere in the room?;True;[10];36;
existence;30;228180529;Do we have any plates?;True;[4];36;
existence;30;475647673;Is there a plate somewhere in the room?;False;[4];36;
existence;30;332291932;Do we have any eggs?;True;[5];36;
existence;30;952608423;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;6;839820811;Is there a plate somewhere nearby?;False;[4];36;
existence;6;597045457;I think a plate is in the room. Is that correct?;True;[4];36;
existence;6;91782927;Do we have any plates?;False;[4];36;
existence;6;573607885;Do we have any plates?;True;[4];36;
existence;6;912021861;Is there a bowl in the room?;True;[7];36;
existence;6;671657332;Is there a bowl in the room?;False;[7];36;
existence;6;609630199;Is there a mug somewhere nearby?;True;[13];36;
existence;6;142091646;Is there a mug somewhere nearby?;False;[13];36;
existence;8;962083164;Is there a bowl somewhere in the room?;True;[7];36;
existence;8;834957758;Please tell me if there is a bowl somewhere in the room.;False;[7];36;
existence;8;715660086;Is there a tomato somewhere in the room?;True;[6];36;
existence;8;342077085;Is there a tomato somewhere in the room?;False;[6];36;
existence;8;356170850;Is there a bowl somewhere nearby?;True;[7];36;
existence;8;429992404;Is there a bowl somewhere in the room?;False;[7];36;
existence;8;432516879;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;8;502505600;Do we have any loaves of bread?;False;[12];36;
existence;9;175495041;Please tell me if there is a potato somewhere in the room.;True;[2];36;
existence;9;617302899;Is there a potato in the room?;False;[2];36;
existence;9;853235021;Is there a head of lettuce in the room?;True;[8];36;
existence;9;357690138;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;9;415706595;Do we have any apples?;True;[9];36;
existence;9;144914900;Is there an apple somewhere nearby?;False;[9];36;
existence;9;162763438;Please tell me if there is a potato somewhere in the room.;True;[2];36;
existence;9;394019742;Do we have any potatoes?;False;[2];36;
existence;10;187808016;Is there a spoon somewhere in the room?;True;[1];36;
existence;10;33300235;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;10;866950874;Do we have any loaves of bread?;True;[12];36;
existence;10;687231972;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;10;83472965;Is there a head of lettuce somewhere nearby?;False;[8];36;
existence;10;351079548;Is there a head of lettuce in the room?;True;[8];36;
existence;10;869982863;Is there a tomato somewhere in the room?;True;[6];36;
existence;10;883237286;Do we have any tomatoes?;False;[6];36;
existence;11;823338979;Do we have any potatoes?;True;[2];36;
existence;11;726616089;Is there a potato somewhere nearby?;False;[2];36;
existence;11;71756592;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;11;597742734;I think a tomato is in the room. Is that correct?;True;[6];36;
existence;11;122048344;Is there a potato somewhere in the room?;True;[2];36;
existence;11;530140878;Please tell me if there is a potato somewhere in the room.;False;[2];36;
existence;11;754391320;Is there a tomato somewhere in the room?;True;[6];36;
existence;11;985446345;Do we have any tomatoes?;False;[6];36;
existence;13;402241566;Do we have any potatoes?;False;[2];36;
existence;13;349955835;Is there a potato in the room?;True;[2];36;
existence;13;183563845;Is there a mug in the room?;True;[13];36;
existence;13;978058201;Is there a mug in the room?;False;[13];36;
existence;13;853446331;Do we have any knives?;True;[10];36;
existence;13;271399359;I think a knife is in the room. Is that correct?;False;[10];36;
existence;13;194069155;Is there an egg somewhere in the room?;True;[5];36;
existence;13;324539759;Do we have any eggs?;False;[5];36;
existence;14;357754815;Is there a tomato somewhere in the room?;False;[6];36;
existence;14;691063882;Please tell me if there is a tomato somewhere in the room.;True;[6];36;
existence;14;280395055;Is there a potato somewhere nearby?;True;[2];36;
existence;14;695191804;Please tell me if there is a potato somewhere in the room.;False;[2];36;
existence;14;445782271;Is there an egg in the room?;True;[5];36;
existence;14;259971484;I think an egg is in the room. Is that correct?;False;[5];36;
existence;14;161728269;Is there a spoon somewhere in the room?;True;[1];36;
existence;14;165268085;Do we have any spoons?;False;[1];36;
existence;16;282354520;Is there a plate somewhere in the room?;False;[4];36;
existence;16;961869112;Is there a plate somewhere in the room?;True;[4];36;
existence;16;707327739;Do we have any eggs?;True;[5];36;
existence;16;366813049;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;16;861012310;Is there an apple somewhere nearby?;False;[9];36;
existence;16;352833830;Do we have any apples?;True;[9];36;
existence;16;641385745;Is there a tomato somewhere nearby?;False;[6];36;
existence;16;132341984;Is there a tomato in the room?;True;[6];36;
existence;17;548601730;Is there a plate somewhere in the room?;False;[4];36;
existence;17;846546714;I think a plate is in the room. Is that correct?;True;[4];36;
existence;17;553406640;I think an apple is in the room. Is that correct?;True;[9];36;
existence;17;298374795;Is there an apple in the room?;False;[9];36;
existence;17;21149150;Please tell me if there is an apple somewhere in the room.;False;[9];36;
existence;17;546577495;Do we have any apples?;True;[9];36;
existence;17;671208566;Is there a tomato somewhere nearby?;True;[6];36;
existence;17;535232223;Please tell me if there is a tomato somewhere in the room.;False;[6];36;
existence;18;822258133;Is there a fork somewhere in the room?;True;[3];36;
existence;18;657159172;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;18;341627196;Is there a spoon in the room?;True;[1];36;
existence;18;339991265;Do we have any spoons?;False;[1];36;
existence;18;199849503;Is there a bowl somewhere nearby?;True;[7];36;
existence;18;31421784;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;18;501585084;I think an egg is in the room. Is that correct?;False;[5];36;
existence;18;939045273;Is there an egg in the room?;True;[5];36;
existence;19;835861606;Do we have any bowls?;True;[7];36;
existence;19;827645163;Is there a bowl somewhere nearby?;False;[7];36;
existence;19;852353211;Is there a fork somewhere nearby?;True;[3];36;
existence;19;423326259;Is there a fork somewhere nearby?;False;[3];36;
existence;19;841952010;I think a potato is in the room. Is that correct?;True;[2];36;
existence;19;129070437;Do we have any potatoes?;False;[2];36;
existence;19;932426423;Is there a fork somewhere nearby?;True;[3];36;
existence;19;729769721;Is there a fork in the room?;False;[3];36;
existence;20;909549236;I think a fork is in the room. Is that correct?;True;[3];36;
existence;20;471845171;Is there a fork somewhere in the room?;False;[3];36;
existence;20;764446834;I think an egg is in the room. Is that correct?;True;[5];36;
existence;20;669609888;I think an egg is in the room. Is that correct?;False;[5];36;
existence;20;30203143;Please tell me if there is a knife somewhere in the room.;False;[10];36;
existence;20;538959896;Do we have any knives?;True;[10];36;
existence;20;133152153;Please tell me if there is a knife somewhere in the room.;True;[10];36;
existence;20;135354666;Please tell me if there is a knife somewhere in the room.;False;[10];36;
existence;22;95610796;Please tell me if there is a knife somewhere in the room.;True;[10];36;
existence;22;303774890;Is there a knife in the room?;False;[10];36;
existence;22;129905313;Is there a fork somewhere in the room?;True;[3];36;
existence;22;320624356;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;22;95100876;Do we have any heads of lettuce?;False;[8];36;
existence;22;130486568;Is there a head of lettuce somewhere nearby?;True;[8];36;
existence;22;867060652;Please tell me if there is a plate somewhere in the room.;True;[4];36;
existence;22;347635637;Please tell me if there is a plate somewhere in the room.;False;[4];36;
existence;23;220465442;Is there an egg somewhere in the room?;True;[5];36;
existence;23;76934304;Please tell me if there is an egg somewhere in the room.;False;[5];36;
existence;23;373938760;Is there a tomato somewhere in the room?;False;[6];36;
existence;23;773334595;Do we have any tomatoes?;True;[6];36;
existence;23;305803676;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;23;761417675;Is there a head of lettuce in the room?;True;[8];36;
existence;23;718014682;Do we have any eggs?;True;[5];36;
existence;23;595452526;Is there an egg in the room?;False;[5];36;
existence;24;19969102;I think a plate is in the room. Is that correct?;True;[4];36;
existence;24;213640671;Please tell me if there is a plate somewhere in the room.;False;[4];36;
existence;24;134228735;Please tell me if there is a mug somewhere in the room.;False;[13];36;
existence;24;192352706;Is there a mug in the room?;True;[13];36;
existence;24;429571357;I think a fork is in the room. Is that correct?;True;[3];36;
existence;24;290101868;Is there a fork somewhere nearby?;False;[3];36;
existence;24;198427634;I think a mug is in the room. Is that correct?;True;[13];36;
existence;24;401461679;Please tell me if there is a mug somewhere in the room.;False;[13];36;
existence;25;157848670;Is there a tomato somewhere in the room?;True;[6];36;
existence;25;938825256;Do we have any tomatoes?;False;[6];36;
existence;25;233570740;Is there a tomato in the room?;True;[6];36;
existence;25;358925390;Do we have any tomatoes?;False;[6];36;
existence;25;332299009;Is there a fork somewhere in the room?;True;[3];36;
existence;25;319579615;Is there a fork in the room?;False;[3];36;
existence;25;149579058;Is there a fork somewhere nearby?;False;[3];36;
existence;25;248519553;Do we have any forks?;True;[3];36;
existence;26;143342794;Is there an egg somewhere nearby?;True;[5];36;
existence;26;380096946;I think an egg is in the room. Is that correct?;False;[5];36;
existence;26;987672350;Do we have any knives?;True;[10];36;
existence;26;866344731;Is there a knife in the room?;False;[10];36;
existence;26;26219572;Is there a tomato somewhere in the room?;True;[6];36;
existence;26;362888662;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;26;280130761;Please tell me if there is an apple somewhere in the room.;True;[9];36;
existence;26;580187252;I think an apple is in the room. Is that correct?;False;[9];36;
existence;27;748199849;I think a head of lettuce is in the room. Is that correct?;True;[8];36;
existence;27;883700577;Is there a head of lettuce in the room?;False;[8];36;
existence;27;480442425;Is there an egg somewhere in the room?;True;[5];36;
existence;27;70466704;Is there an egg somewhere in the room?;False;[5];36;
existence;27;779924784;Please tell me if there is an egg somewhere in the room.;True;[5];36;
existence;27;745027316;Is there an egg somewhere nearby?;False;[5];36;
existence;27;400304829;Is there an apple in the room?;True;[9];36;
existence;27;227697585;Is there an apple somewhere nearby?;False;[9];36;
existence;28;284445144;Is there a potato somewhere in the room?;False;[2];36;
existence;28;806941604;Is there a potato somewhere nearby?;True;[2];36;
existence;28;344805213;Is there an apple somewhere nearby?;True;[9];36;
existence;28;265472860;Please tell me if there is an apple somewhere in the room.;False;[9];36;
existence;28;665011387;Is there a knife in the room?;True;[10];36;
existence;28;411092163;Is there a knife somewhere in the room?;False;[10];36;
existence;28;200839364;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;28;290300634;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;29;314986846;Do we have any knives?;True;[10];36;
existence;29;332925637;Do we have any knives?;False;[10];36;
existence;29;725971241;Is there a knife in the room?;True;[10];36;
existence;29;383329067;Do we have any knives?;False;[10];36;
existence;29;659273202;Is there a head of lettuce somewhere in the room?;True;[8];36;
existence;29;789992352;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;29;683138179;Do we have any potatoes?;True;[2];36;
existence;29;888490271;Is there a potato somewhere in the room?;False;[2];36;
existence;30;826390233;I think a plate is in the room. Is that correct?;True;[4];36;
existence;30;612260380;I think a plate is in the room. Is that correct?;False;[4];36;
existence;30;246164217;Is there a fork in the room?;True;[3];36;
existence;30;398885538;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;30;334779988;I think a potato is in the room. Is that correct?;True;[2];36;
existence;30;339489251;Do we have any potatoes?;False;[2];36;
existence;30;221795033;Is there a knife in the room?;True;[10];36;
existence;30;866208047;Is there a knife somewhere nearby?;False;[10];36;
existence;6;767080665;Please tell me if there is an egg somewhere in the room.;True;[5];36;
existence;6;918958926;Is there an egg somewhere in the room?;False;[5];36;
existence;6;926657401;Is there a tomato somewhere nearby?;False;[6];36;
existence;6;484523147;Please tell me if there is a tomato somewhere in the room.;True;[6];36;
existence;6;507906714;Is there an egg in the room?;True;[5];36;
existence;6;395897470;Is there an egg in the room?;False;[5];36;
existence;6;265981625;Please tell me if there is a spoon somewhere in the room.;True;[1];36;
existence;6;472549851;Do we have any spoons?;False;[1];36;
existence;8;135923858;Is there a bowl in the room?;False;[7];36;
existence;8;811899238;Do we have any bowls?;True;[7];36;
existence;8;714318008;Is there a bowl somewhere in the room?;True;[7];36;
existence;8;97528379;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;8;839167564;Is there a plate somewhere in the room?;True;[4];36;
existence;8;951253709;I think a plate is in the room. Is that correct?;False;[4];36;
existence;8;529006610;Please tell me if there is a bowl somewhere in the room.;True;[7];36;
existence;8;630117939;Is there a bowl somewhere in the room?;False;[7];36;
existence;9;573552997;Is there a fork somewhere in the room?;True;[3];36;
existence;9;643200772;Is there a fork somewhere in the room?;False;[3];36;
existence;9;852936479;Is there a spoon somewhere nearby?;True;[1];36;
existence;9;149918998;Is there a spoon somewhere in the room?;False;[1];36;
existence;9;427185525;Is there a spoon somewhere in the room?;True;[1];36;
existence;9;337933027;Is there a spoon somewhere nearby?;False;[1];36;
existence;9;242300460;Is there a spoon somewhere in the room?;False;[1];36;
existence;9;805317992;Is there a spoon somewhere in the room?;True;[1];36;
existence;10;170772403;I think an apple is in the room. Is that correct?;True;[9];36;
existence;10;494680275;Is there an apple in the room?;False;[9];36;
existence;10;551241587;Is there a loaf of bread somewhere in the room?;False;[12];36;
existence;10;85463550;Is there a loaf of bread somewhere nearby?;True;[12];36;
existence;10;2521138;Is there an egg somewhere nearby?;True;[5];36;
existence;10;945768442;Is there an egg somewhere nearby?;False;[5];36;
existence;10;907012047;Is there a spoon somewhere in the room?;True;[1];36;
existence;10;48861741;Do we have any spoons?;False;[1];36;
existence;11;398030744;Is there a potato somewhere in the room?;True;[2];36;
existence;11;253644595;Is there a potato somewhere nearby?;False;[2];36;
existence;11;842283735;Is there a potato somewhere nearby?;True;[2];36;
existence;11;595575887;Is there a potato in the room?;False;[2];36;
existence;11;542271482;Is there a bowl somewhere in the room?;False;[7];36;
existence;11;124900058;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;11;53071110;Is there a head of lettuce in the room?;True;[8];36;
existence;11;861675986;I think a head of lettuce is in the room. Is that correct?;False;[8];36;
existence;13;316423704;Is there a fork somewhere in the room?;True;[3];36;
existence;13;629436272;Do we have any forks?;False;[3];36;
existence;13;540885405;Is there a bowl in the room?;True;[7];36;
existence;13;857423848;Is there a bowl somewhere in the room?;False;[7];36;
existence;13;521555537;Is there a bowl in the room?;True;[7];36;
existence;13;363436144;Please tell me if there is a bowl somewhere in the room.;False;[7];36;
existence;13;807262251;Is there a knife somewhere nearby?;False;[10];36;
existence;13;105497258;I think a knife is in the room. Is that correct?;True;[10];36;
existence;14;677656158;Is there a mug somewhere nearby?;True;[13];36;
existence;14;645571229;Is there a mug somewhere nearby?;False;[13];36;
existence;14;77000411;I think a spoon is in the room. Is that correct?;True;[1];36;
existence;14;764029294;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;14;817298588;Is there an apple somewhere in the room?;False;[9];36;
existence;14;821480845;I think an apple is in the room. Is that correct?;True;[9];36;
existence;14;571154666;Is there a fork somewhere in the room?;True;[3];36;
existence;14;583847600;Is there a fork somewhere nearby?;False;[3];36;
existence;16;725214606;Is there a mug somewhere in the room?;True;[13];36;
existence;16;181510956;Please tell me if there is a mug somewhere in the room.;False;[13];36;
existence;16;170015729;I think an egg is in the room. Is that correct?;False;[5];36;
existence;16;115422407;Is there an egg in the room?;True;[5];36;
existence;16;956710126;Please tell me if there is a mug somewhere in the room.;True;[13];36;
existence;16;930047840;Is there a mug in the room?;False;[13];36;
existence;16;457471285;Is there a spoon in the room?;True;[1];36;
existence;16;968887895;Please tell me if there is a spoon somewhere in the room.;False;[1];36;
existence;17;270245172;Do we have any tomatoes?;True;[6];36;
existence;17;773725565;Do we have any tomatoes?;False;[6];36;
existence;17;742213193;Is there an apple somewhere in the room?;True;[9];36;
existence;17;529777622;Is there an apple somewhere in the room?;False;[9];36;
existence;17;650739376;Is there a head of lettuce in the room?;True;[8];36;
existence;17;360018427;Is there a head of lettuce somewhere in the room?;False;[8];36;
existence;17;850790665;I think a head of lettuce is in the room. Is that correct?;False;[8];36;
existence;17;457110654;Please tell me if there is a head of lettuce somewhere in the room.;True;[8];36;
existence;18;821640881;Do we have any spoons?;True;[1];36;
existence;18;95828238;Do we have any spoons?;False;[1];36;
existence;18;197253874;I think an egg is in the room. Is that correct?;True;[5];36;
existence;18;784570082;Do we have any eggs?;False;[5];36;
existence;18;287823980;Do we have any mugs?;False;[13];36;
existence;18;293753576;Is there a mug somewhere in the room?;True;[13];36;
existence;18;543705421;Is there a tomato in the room?;True;[6];36;
existence;18;890504004;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;19;358194293;Is there a bowl in the room?;False;[7];36;
existence;19;723076525;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;19;644258064;Please tell me if there is a fork somewhere in the room.;True;[3];36;
existence;19;894381951;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;19;153600472;Is there a spoon somewhere nearby?;True;[1];36;
existence;19;555298978;Do we have any spoons?;False;[1];36;
existence;19;780647863;Please tell me if there is an apple somewhere in the room.;True;[9];36;
existence;19;872351173;Is there an apple somewhere nearby?;False;[9];36;
existence;20;791251784;Is there an egg somewhere nearby?;False;[5];36;
existence;20;644338699;Is there an egg somewhere nearby?;True;[5];36;
existence;20;181553784;Is there an egg somewhere nearby?;True;[5];36;
existence;20;258877712;Is there an egg somewhere in the room?;False;[5];36;
existence;20;507886740;Is there a fork in the room?;True;[3];36;
existence;20;316338218;I think a fork is in the room. Is that correct?;False;[3];36;
existence;20;505072624;Is there a knife in the room?;True;[10];36;
existence;20;130894152;Is there a knife somewhere nearby?;False;[10];36;
existence;22;957571583;Is there a knife in the room?;True;[10];36;
existence;22;772964649;Is there a knife somewhere nearby?;False;[10];36;
existence;22;470356517;Is there a bowl somewhere nearby?;True;[7];36;
existence;22;201164828;Is there a bowl in the room?;False;[7];36;
existence;22;724940992;Is there a fork somewhere nearby?;True;[3];36;
existence;22;277509973;I think a fork is in the room. Is that correct?;False;[3];36;
existence;22;793527473;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;22;638277232;I think a loaf of bread is in the room. Is that correct?;False;[12];36;
existence;23;380117190;Is there a spoon somewhere nearby?;False;[1];36;
existence;23;585696499;Is there a spoon in the room?;True;[1];36;
existence;23;182708711;Is there an apple in the room?;True;[9];36;
existence;23;538620613;Do we have any apples?;False;[9];36;
existence;23;188224034;I think an apple is in the room. Is that correct?;True;[9];36;
existence;23;264868816;Do we have any apples?;False;[9];36;
existence;23;394025948;Is there a spoon in the room?;True;[1];36;
existence;23;831974466;I think a spoon is in the room. Is that correct?;False;[1];36;
existence;24;191336415;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;24;757316953;I think a bowl is in the room. Is that correct?;False;[7];36;
existence;24;599835596;Do we have any potatoes?;True;[2];36;
existence;24;225926391;Is there a potato somewhere nearby?;False;[2];36;
existence;24;963225556;Is there an apple somewhere in the room?;True;[9];36;
existence;24;457363014;Do we have any apples?;False;[9];36;
existence;24;833275486;Is there a fork somewhere nearby?;True;[3];36;
existence;24;641262325;Please tell me if there is a fork somewhere in the room.;False;[3];36;
existence;25;902665054;Do we have any eggs?;False;[5];36;
existence;25;734468018;Do we have any eggs?;True;[5];36;
existence;25;882549079;I think a plate is in the room. Is that correct?;False;[4];36;
existence;25;454823526;Is there a plate somewhere nearby?;True;[4];36;
existence;25;305285801;Is there a knife somewhere in the room?;True;[10];36;
existence;25;821517511;Is there a knife somewhere in the room?;False;[10];36;
existence;25;928965038;Please tell me if there is a tomato somewhere in the room.;True;[6];36;
existence;25;89599587;Please tell me if there is a tomato somewhere in the room.;False;[6];36;
existence;26;75051740;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;26;688090138;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;26;497842559;Please tell me if there is an egg somewhere in the room.;True;[5];36;
existence;26;480242610;Is there an egg somewhere nearby?;False;[5];36;
existence;26;395673767;I think a tomato is in the room. Is that correct?;False;[6];36;
existence;26;574663508;Is there a tomato somewhere nearby?;True;[6];36;
existence;26;712292273;I think a bowl is in the room. Is that correct?;True;[7];36;
existence;26;395544639;Is there a bowl in the room?;False;[7];36;
existence;27;822287262;Is there an egg somewhere nearby?;True;[5];36;
existence;27;989807555;Is there an egg somewhere in the room?;False;[5];36;
existence;27;467908798;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;27;149123583;Do we have any loaves of bread?;False;[12];36;
existence;27;498192761;Is there an apple somewhere in the room?;True;[9];36;
existence;27;188892927;Is there an apple somewhere nearby?;False;[9];36;
existence;27;861262809;Please tell me if there is a bowl somewhere in the room.;True;[7];36;
existence;27;962112668;Is there a bowl somewhere in the room?;False;[7];36;
existence;28;592863198;Is there a mug somewhere nearby?;True;[13];36;
existence;28;440043646;Is there a mug somewhere in the room?;False;[13];36;
existence;28;31313138;Is there a bowl somewhere nearby?;True;[7];36;
existence;28;19894569;Please tell me if there is a bowl somewhere in the room.;False;[7];36;
existence;28;345242131;I think a mug is in the room. Is that correct?;True;[13];36;
existence;28;664596964;Is there a mug in the room?;False;[13];36;
existence;28;84775955;I think an apple is in the room. Is that correct?;True;[9];36;
existence;28;83936782;I think an apple is in the room. Is that correct?;False;[9];36;
existence;29;896015016;Do we have any mugs?;True;[13];36;
existence;29;78142730;Do we have any mugs?;False;[13];36;
existence;29;990393268;Is there a knife in the room?;True;[10];36;
existence;29;574205068;Do we have any knives?;False;[10];36;
existence;29;754475940;Is there a fork somewhere in the room?;True;[3];36;
existence;29;461958306;I think a fork is in the room. Is that correct?;False;[3];36;
existence;29;131028640;Is there a plate somewhere in the room?;True;[4];36;
existence;29;219570564;Is there a plate somewhere nearby?;False;[4];36;
existence;30;801959960;I think a spoon is in the room. Is that correct?;True;[1];36;
existence;30;249820245;Is there a spoon somewhere nearby?;False;[1];36;
existence;30;986989537;Do we have any mugs?;True;[13];36;
existence;30;750589514;Is there a mug somewhere in the room?;False;[13];36;
existence;30;200862298;Is there a spoon somewhere nearby?;True;[1];36;
existence;30;889806566;Is there a spoon somewhere in the room?;False;[1];36;
existence;30;70105691;Is there a loaf of bread somewhere in the room?;True;[12];36;
existence;30;661594966;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;6;156952162;Do we have any mugs?;True;[13];36;
existence;6;623209737;Is there a mug in the room?;False;[13];36;
existence;6;902469215;Do we have any forks?;True;[3];36;
existence;6;12261461;I think a fork is in the room. Is that correct?;False;[3];36;
existence;6;425888042;I think a fork is in the room. Is that correct?;True;[3];36;
existence;6;968863478;Is there a fork somewhere in the room?;False;[3];36;
existence;6;249918051;Is there a plate in the room?;True;[4];36;
existence;6;940506686;I think a plate is in the room. Is that correct?;False;[4];36;
existence;8;940105333;Is there a head of lettuce in the room?;True;[8];36;
existence;8;404088866;Do we have any heads of lettuce?;False;[8];36;
existence;8;347419427;Is there a spoon somewhere in the room?;True;[1];36;
existence;8;983829595;Is there a spoon somewhere nearby?;False;[1];36;
existence;8;316401364;Is there a spoon in the room?;False;[1];36;
existence;8;648461599;Do we have any spoons?;True;[1];36;
existence;8;601686349;Is there a loaf of bread in the room?;True;[12];36;
existence;8;660512899;I think a loaf of bread is in the room. Is that correct?;False;[12];36;
existence;9;280200730;Is there a mug somewhere nearby?;True;[13];36;
existence;9;320568043;Is there a mug somewhere in the room?;False;[13];36;
existence;9;379226256;Is there a mug somewhere in the room?;True;[13];36;
existence;9;722997071;I think a mug is in the room. Is that correct?;False;[13];36;
existence;9;331624120;Do we have any eggs?;True;[5];36;
existence;9;82635139;I think an egg is in the room. Is that correct?;False;[5];36;
existence;9;889245352;Is there a bowl somewhere in the room?;True;[7];36;
existence;9;776686202;Do we have any bowls?;False;[7];36;
existence;10;462659897;I think a loaf of bread is in the room. Is that correct?;True;[12];36;
existence;10;183848226;Please tell me if there is a loaf of bread somewhere in the room.;False;[12];36;
existence;10;300783361;I think a mug is in the room. Is that correct?;True;[13];36;
existence;10;306911918;Is there a mug somewhere in the room?;False;[13];36;
existence;10;254617661;Is there an apple somewhere in the room?;True;[9];36;
existence;10;319565543;Is there an apple somewhere in the room?;False;[9];36;
existence;10;862157550;Is there an apple in the room?;True;[9];36;
existence;10;969242042;Is there an apple somewhere nearby?;False;[9];36;
existence;11;153294521;Is there a knife somewhere nearby?;True;[10];36;
existence;11;757448686;Is there a knife somewhere in the room?;False;[10];36;
existence;11;180545232;Is there an apple somewhere in the room?;False;[9];36;
existence;11;132610458;Please tell me if there is an apple somewhere in the room.;True;[9];36;
existence;11;948056888;Is there a bowl somewhere nearby?;True;[7];36;
existence;11;456193921;Is there a bowl in the room?;False;[7];36;
