question_type;scene_number;seed;question;answer;question_object_ids;container_id
counting;10;380796715;Please tell me how many tomatoes are around here?;1;[6];36;
counting;10;637383818;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;10;903807818;How many tomatoes are there in the room?;3;[6];36;
counting;10;371328236;Count the number of bowls in this room.;0;[7];36;
counting;10;514616049;Please tell me how many bowls are around here?;1;[7];36;
counting;10;387053038;There are between 0 and 3 bowls in the room. How many are there?;2;[7];36;
counting;10;503095962;There are between 0 and 3 bowls in the room. How many are there?;3;[7];36;
counting;10;125366530;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;10;551885121;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;10;531982558;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;10;74883624;There are between 0 and 3 heads of lettuce in the room. How many are there?;3;[8];36;
counting;10;290498446;Please tell me how many potatoes are around here?;0;[2];36;
counting;10;684316609;Count the number of potatoes in this room.;1;[2];36;
counting;10;613091287;How many potatoes are there in the room?;2;[2];36;
counting;10;824671765;Please tell me how many potatoes are around here?;3;[2];36;
counting;11;157786010;How many heads of lettuce are there in the room?;0;[8];36;
counting;11;361266027;How many heads of lettuce are there in the room?;1;[8];36;
counting;11;380220738;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;11;432458993;There are between 0 and 3 heads of lettuce in the room. How many are there?;3;[8];36;
counting;11;801534636;How many forks are there in the room?;0;[3];36;
counting;11;910828181;How many forks are there in the room?;1;[3];36;
counting;11;42986688;Count the number of forks in this room.;2;[3];36;
counting;11;250728686;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;11;320790389;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;11;659522873;How many heads of lettuce are there in the room?;1;[8];36;
counting;11;774854045;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;11;288290801;How many heads of lettuce are there in the room?;3;[8];36;
counting;11;500474369;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;11;982034798;There are between 0 and 3 apples in the room. How many are there?;1;[9];36;
counting;11;309380032;Please tell me how many apples are around here?;2;[9];36;
counting;11;661826518;How many apples are there in the room?;3;[9];36;
counting;11;525985731;Count the number of potatoes in this room.;0;[2];36;
counting;11;656711304;Please tell me how many potatoes are around here?;1;[2];36;
counting;11;311999961;How many potatoes are there in the room?;2;[2];36;
counting;11;439424247;Count the number of potatoes in this room.;3;[2];36;
counting;11;721721882;There are between 0 and 3 bowls in the room. How many are there?;0;[7];36;
counting;11;982054091;Please tell me how many bowls there are somewhere in the room?;1;[7];36;
counting;11;815925341;Please tell me how many bowls there are somewhere in the room?;2;[7];36;
counting;11;571460394;Count the number of bowls in this room.;3;[7];36;
counting;11;276339980;Please tell me how many bowls are around here?;0;[7];36;
counting;11;995196729;Please tell me how many bowls are around here?;1;[7];36;
counting;11;401886000;Please tell me how many bowls there are somewhere in the room?;2;[7];36;
counting;11;877404288;There are between 0 and 3 bowls in the room. How many are there?;3;[7];36;
counting;13;854548497;How many loaves of bread are there in the room?;0;[12];36;
counting;13;767900787;Count the number of loaves of bread in this room.;1;[12];36;
counting;13;936161284;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;13;347433978;Please tell me how many loaves of bread are around here?;3;[12];36;
counting;13;753520884;Please tell me how many knives there are somewhere in the room?;0;[10];36;
counting;13;267766457;Count the number of knives in this room.;1;[10];36;
counting;13;654623235;How many knives are there in the room?;2;[10];36;
counting;13;237638372;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;13;725209881;Count the number of loaves of bread in this room.;0;[12];36;
counting;13;562703076;Please tell me how many loaves of bread are around here?;1;[12];36;
counting;13;307506964;There are between 0 and 3 loaves of bread in the room. How many are there?;2;[12];36;
counting;13;537242300;Please tell me how many loaves of bread there are somewhere in the room?;3;[12];36;
counting;13;505825315;Please tell me how many loaves of bread there are somewhere in the room?;0;[12];36;
counting;13;466693050;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;13;360650546;Count the number of loaves of bread in this room.;2;[12];36;
counting;13;803666779;Count the number of loaves of bread in this room.;3;[12];36;
counting;13;320720357;Please tell me how many mugs are around here?;0;[13];36;
counting;13;993876414;How many mugs are there in the room?;1;[13];36;
counting;13;221437296;Count the number of mugs in this room.;2;[13];36;
counting;13;670125702;Please tell me how many mugs there are somewhere in the room?;3;[13];36;
counting;14;235650416;Please tell me how many plates are around here?;0;[4];36;
counting;14;54467509;How many plates are there in the room?;1;[4];36;
counting;14;562681393;How many plates are there in the room?;2;[4];36;
counting;14;817378512;There are between 0 and 3 plates in the room. How many are there?;3;[4];36;
counting;14;811541361;How many loaves of bread are there in the room?;0;[12];36;
counting;14;691331375;There are between 0 and 3 loaves of bread in the room. How many are there?;1;[12];36;
counting;14;393473752;There are between 0 and 3 loaves of bread in the room. How many are there?;2;[12];36;
counting;14;553204716;How many loaves of bread are there in the room?;3;[12];36;
counting;14;10197634;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;14;543426563;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;14;404308729;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;14;948739485;How many potatoes are there in the room?;3;[2];36;
counting;14;53814880;There are between 0 and 3 tomatoes in the room. How many are there?;0;[6];36;
counting;14;223722102;Please tell me how many tomatoes are around here?;1;[6];36;
counting;14;902570356;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;14;445113020;Please tell me how many tomatoes there are somewhere in the room?;3;[6];36;
counting;14;125330287;Please tell me how many tomatoes are around here?;0;[6];36;
counting;14;699566404;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;14;914688462;How many tomatoes are there in the room?;2;[6];36;
counting;14;83307438;How many tomatoes are there in the room?;3;[6];36;
counting;14;143954349;Please tell me how many mugs are around here?;0;[13];36;
counting;14;859261999;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;14;740415529;Please tell me how many mugs are around here?;2;[13];36;
counting;14;900778209;Please tell me how many mugs there are somewhere in the room?;3;[13];36;
counting;14;892657415;Please tell me how many forks are around here?;0;[3];36;
counting;14;337227401;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;14;604109585;How many forks are there in the room?;2;[3];36;
counting;14;767454704;Count the number of forks in this room.;3;[3];36;
counting;16;100555704;Please tell me how many loaves of bread are around here?;0;[12];36;
counting;16;304251203;Please tell me how many loaves of bread are around here?;1;[12];36;
counting;16;64424632;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;16;178062375;Please tell me how many loaves of bread are around here?;3;[12];36;
counting;16;474342898;Please tell me how many apples are around here?;0;[9];36;
counting;16;37867304;Please tell me how many apples there are somewhere in the room?;1;[9];36;
counting;16;666744691;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;16;229249256;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;17;645171345;Please tell me how many loaves of bread are around here?;0;[12];36;
counting;17;912111799;Count the number of loaves of bread in this room.;1;[12];36;
counting;17;153894188;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;17;53153925;Please tell me how many loaves of bread there are somewhere in the room?;3;[12];36;
counting;17;154014492;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;17;369504960;Count the number of apples in this room.;1;[9];36;
counting;17;499107784;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;17;214044124;Count the number of apples in this room.;3;[9];36;
counting;17;29726900;Please tell me how many loaves of bread are around here?;0;[12];36;
counting;17;264094372;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;17;179960403;How many loaves of bread are there in the room?;2;[12];36;
counting;17;456326996;Please tell me how many loaves of bread are around here?;3;[12];36;
counting;17;925380820;How many eggs are there in the room?;0;[5];36;
counting;17;483130684;Please tell me how many eggs are around here?;1;[5];36;
counting;17;228669292;Please tell me how many eggs are around here?;2;[5];36;
counting;17;16903092;Please tell me how many eggs there are somewhere in the room?;3;[5];36;
counting;17;326770169;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;17;36211354;Count the number of potatoes in this room.;1;[2];36;
counting;17;634135661;How many potatoes are there in the room?;2;[2];36;
counting;17;482943462;There are between 0 and 3 potatoes in the room. How many are there?;3;[2];36;
counting;17;488353193;Please tell me how many plates there are somewhere in the room?;0;[4];36;
counting;17;294571423;There are between 0 and 3 plates in the room. How many are there?;1;[4];36;
counting;17;959518442;Please tell me how many plates there are somewhere in the room?;2;[4];36;
counting;17;783565232;Please tell me how many plates are around here?;3;[4];36;
counting;17;734163958;How many potatoes are there in the room?;0;[2];36;
counting;17;264686292;Please tell me how many potatoes are around here?;1;[2];36;
counting;17;442270400;Count the number of potatoes in this room.;2;[2];36;
counting;17;649342447;How many potatoes are there in the room?;3;[2];36;
counting;18;487273213;Please tell me how many plates there are somewhere in the room?;0;[4];36;
counting;18;963307375;Count the number of plates in this room.;1;[4];36;
counting;18;730767663;There are between 0 and 3 plates in the room. How many are there?;2;[4];36;
counting;18;809084597;Count the number of plates in this room.;3;[4];36;
counting;18;243468131;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;18;675165763;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;18;610903171;Count the number of mugs in this room.;2;[13];36;
counting;18;805853902;How many mugs are there in the room?;3;[13];36;
counting;18;917840335;Count the number of plates in this room.;0;[4];36;
counting;18;880939782;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;18;213954711;Please tell me how many plates there are somewhere in the room?;2;[4];36;
counting;18;606748622;There are between 0 and 3 plates in the room. How many are there?;3;[4];36;
counting;18;477588646;How many tomatoes are there in the room?;0;[6];36;
counting;18;190165746;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;18;136346375;Please tell me how many tomatoes there are somewhere in the room?;2;[6];36;
counting;18;481827728;There are between 0 and 3 tomatoes in the room. How many are there?;3;[6];36;
counting;18;746232243;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;18;765066429;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;18;755398251;How many forks are there in the room?;2;[3];36;
counting;18;557473160;There are between 0 and 3 forks in the room. How many are there?;3;[3];36;
counting;19;761993210;Please tell me how many heads of lettuce are around here?;0;[8];36;
counting;19;667275028;Count the number of heads of lettuce in this room.;1;[8];36;
counting;19;205692583;Count the number of heads of lettuce in this room.;2;[8];36;
counting;19;788779954;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;19;380803859;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;19;366369506;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;19;652562005;Please tell me how many potatoes are around here?;2;[2];36;
counting;19;872470951;How many potatoes are there in the room?;3;[2];36;
counting;19;856956662;Count the number of spoons in this room.;0;[1];36;
counting;19;925899104;Count the number of spoons in this room.;1;[1];36;
counting;19;404156217;How many spoons are there in the room?;2;[1];36;
counting;19;831210827;Please tell me how many spoons there are somewhere in the room?;3;[1];36;
counting;19;203219843;How many heads of lettuce are there in the room?;0;[8];36;
counting;19;732193436;There are between 0 and 3 heads of lettuce in the room. How many are there?;1;[8];36;
counting;19;589162278;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;19;626868573;Count the number of heads of lettuce in this room.;3;[8];36;
counting;19;854154008;Please tell me how many plates there are somewhere in the room?;0;[4];36;
counting;19;249368007;Count the number of plates in this room.;1;[4];36;
counting;19;999529403;Please tell me how many plates there are somewhere in the room?;2;[4];36;
counting;19;474996981;Count the number of plates in this room.;3;[4];36;
counting;19;371155876;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;19;357198649;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;19;330411676;Count the number of forks in this room.;2;[3];36;
counting;19;480258235;Please tell me how many forks are around here?;3;[3];36;
counting;20;162522213;Please tell me how many knives are around here?;0;[10];36;
counting;20;928223078;Please tell me how many knives there are somewhere in the room?;1;[10];36;
counting;20;721324561;There are between 0 and 3 knives in the room. How many are there?;2;[10];36;
counting;20;443000323;How many knives are there in the room?;3;[10];36;
counting;20;941966022;Please tell me how many spoons there are somewhere in the room?;0;[1];36;
counting;20;844379075;There are between 0 and 3 spoons in the room. How many are there?;1;[1];36;
counting;20;476162740;How many spoons are there in the room?;2;[1];36;
counting;20;665920833;How many spoons are there in the room?;3;[1];36;
counting;20;471612260;Count the number of plates in this room.;0;[4];36;
counting;20;611007569;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;20;623891647;How many plates are there in the room?;2;[4];36;
counting;20;335616257;Please tell me how many plates there are somewhere in the room?;3;[4];36;
counting;20;992155167;There are between 0 and 3 bowls in the room. How many are there?;0;[7];36;
counting;20;394296025;How many bowls are there in the room?;1;[7];36;
counting;20;640883623;Please tell me how many bowls are around here?;2;[7];36;
counting;20;588597867;There are between 0 and 3 bowls in the room. How many are there?;3;[7];36;
counting;20;176153435;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;20;288897065;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;20;391383100;How many forks are there in the room?;2;[3];36;
counting;20;362505238;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;20;390987981;Please tell me how many eggs are around here?;0;[5];36;
counting;20;277651748;Count the number of eggs in this room.;1;[5];36;
counting;20;554110820;Please tell me how many eggs are around here?;2;[5];36;
counting;20;364903211;How many eggs are there in the room?;3;[5];36;
counting;22;656875303;Please tell me how many plates there are somewhere in the room?;0;[4];36;
counting;22;165623136;How many plates are there in the room?;1;[4];36;
counting;22;617951225;Please tell me how many plates are around here?;2;[4];36;
counting;22;963694565;Please tell me how many plates there are somewhere in the room?;3;[4];36;
counting;22;11943924;Please tell me how many spoons are around here?;0;[1];36;
counting;22;839605854;How many spoons are there in the room?;1;[1];36;
counting;22;458218905;How many spoons are there in the room?;2;[1];36;
counting;22;557780192;How many spoons are there in the room?;3;[1];36;
counting;22;723547002;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;22;49057313;How many apples are there in the room?;1;[9];36;
counting;22;609945247;Please tell me how many apples are around here?;2;[9];36;
counting;22;929476150;How many apples are there in the room?;3;[9];36;
counting;22;767563422;How many loaves of bread are there in the room?;0;[12];36;
counting;22;887669748;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;22;259626948;Count the number of loaves of bread in this room.;2;[12];36;
counting;22;239214631;Please tell me how many loaves of bread there are somewhere in the room?;3;[12];36;
counting;23;389562347;Please tell me how many loaves of bread there are somewhere in the room?;0;[12];36;
counting;23;832918305;Please tell me how many loaves of bread are around here?;1;[12];36;
counting;23;233262258;Count the number of loaves of bread in this room.;2;[12];36;
counting;23;131271907;How many loaves of bread are there in the room?;3;[12];36;
counting;23;684673859;Count the number of heads of lettuce in this room.;0;[8];36;
counting;23;891622505;Count the number of heads of lettuce in this room.;1;[8];36;
counting;23;445795991;How many heads of lettuce are there in the room?;2;[8];36;
counting;23;464655166;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;23;607058167;Please tell me how many loaves of bread there are somewhere in the room?;0;[12];36;
counting;23;749089700;There are between 0 and 3 loaves of bread in the room. How many are there?;1;[12];36;
counting;23;339134483;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;23;324183893;How many loaves of bread are there in the room?;3;[12];36;
counting;23;31280211;There are between 0 and 3 knives in the room. How many are there?;0;[10];36;
counting;23;736467076;Please tell me how many knives there are somewhere in the room?;1;[10];36;
counting;23;733963276;Please tell me how many knives are around here?;2;[10];36;
counting;23;727180692;Please tell me how many knives are around here?;3;[10];36;
counting;23;453864185;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;23;809479378;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;23;627279972;Count the number of potatoes in this room.;2;[2];36;
counting;23;608917066;Please tell me how many potatoes are around here?;3;[2];36;
counting;24;960331609;Count the number of apples in this room.;0;[9];36;
counting;24;837137524;Please tell me how many apples are around here?;1;[9];36;
counting;24;483395721;Please tell me how many apples are around here?;2;[9];36;
counting;24;626558530;Please tell me how many apples are around here?;3;[9];36;
counting;24;16735058;Please tell me how many eggs are around here?;0;[5];36;
counting;24;338416175;Please tell me how many eggs there are somewhere in the room?;1;[5];36;
counting;24;599386833;Count the number of eggs in this room.;2;[5];36;
counting;24;56534996;Please tell me how many eggs are around here?;3;[5];36;
counting;24;339858112;There are between 0 and 3 tomatoes in the room. How many are there?;0;[6];36;
counting;24;618429055;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;24;540561248;How many tomatoes are there in the room?;2;[6];36;
counting;24;925889710;Count the number of tomatoes in this room.;3;[6];36;
counting;29;93683875;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;29;228709211;How many mugs are there in the room?;1;[13];36;
counting;29;168228106;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;29;318739005;Please tell me how many mugs are around here?;3;[13];36;
counting;29;166626714;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;29;390086749;How many heads of lettuce are there in the room?;1;[8];36;
counting;29;204814085;There are between 0 and 3 heads of lettuce in the room. How many are there?;2;[8];36;
counting;29;523518934;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;29;117272176;How many loaves of bread are there in the room?;0;[12];36;
counting;29;663436071;How many loaves of bread are there in the room?;1;[12];36;
counting;29;197072819;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;29;925820532;Count the number of loaves of bread in this room.;3;[12];36;
counting;29;369052346;How many tomatoes are there in the room?;0;[6];36;
counting;29;453590882;How many tomatoes are there in the room?;1;[6];36;
counting;29;307942265;Please tell me how many tomatoes are around here?;2;[6];36;
counting;29;284571983;Please tell me how many tomatoes are around here?;3;[6];36;
counting;29;331383885;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;29;566747836;Please tell me how many mugs are around here?;1;[13];36;
counting;29;368353782;Count the number of mugs in this room.;2;[13];36;
counting;29;675348497;Count the number of mugs in this room.;3;[13];36;
counting;29;191748022;Please tell me how many forks are around here?;0;[3];36;
counting;29;566399026;Please tell me how many forks are around here?;1;[3];36;
counting;29;604757297;There are between 0 and 3 forks in the room. How many are there?;2;[3];36;
counting;29;487254549;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;29;217557525;Please tell me how many forks there are somewhere in the room?;0;[3];36;
counting;29;211828642;Please tell me how many forks are around here?;1;[3];36;
counting;29;699854890;Count the number of forks in this room.;2;[3];36;
counting;29;475875914;Please tell me how many forks are around here?;3;[3];36;
counting;30;45933573;Count the number of loaves of bread in this room.;0;[12];36;
counting;30;544931802;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;30;520743949;Count the number of loaves of bread in this room.;2;[12];36;
counting;30;577772584;How many loaves of bread are there in the room?;3;[12];36;
counting;30;572962233;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;30;61847834;Please tell me how many forks are around here?;1;[3];36;
counting;30;543157865;Count the number of forks in this room.;2;[3];36;
counting;30;606399371;Count the number of forks in this room.;3;[3];36;
counting;30;489225143;How many plates are there in the room?;0;[4];36;
counting;30;944704563;Count the number of plates in this room.;1;[4];36;
counting;30;553034789;There are between 0 and 3 plates in the room. How many are there?;2;[4];36;
counting;30;197384922;How many plates are there in the room?;3;[4];36;
counting;30;570190941;Please tell me how many bowls are around here?;0;[7];36;
counting;30;519255220;How many bowls are there in the room?;1;[7];36;
counting;30;482759821;How many bowls are there in the room?;2;[7];36;
counting;30;719275922;Please tell me how many bowls are around here?;3;[7];36;
counting;8;235252638;Count the number of apples in this room.;0;[9];36;
counting;8;504320497;There are between 0 and 3 apples in the room. How many are there?;1;[9];36;
counting;8;118489796;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;8;931961689;Please tell me how many apples there are somewhere in the room?;3;[9];36;
counting;8;236868990;Please tell me how many plates there are somewhere in the room?;0;[4];36;
counting;8;689054253;How many plates are there in the room?;1;[4];36;
counting;8;791985448;Please tell me how many plates are around here?;2;[4];36;
counting;8;611982408;Count the number of plates in this room.;3;[4];36;
counting;8;385691011;How many plates are there in the room?;0;[4];36;
counting;8;90632396;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;8;143943476;Count the number of plates in this room.;2;[4];36;
counting;8;156680052;Please tell me how many plates are around here?;3;[4];36;
counting;8;517247403;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;8;134644174;How many tomatoes are there in the room?;1;[6];36;
counting;8;185345746;Please tell me how many tomatoes there are somewhere in the room?;2;[6];36;
counting;8;268765866;Count the number of tomatoes in this room.;3;[6];36;
counting;9;921904551;Count the number of forks in this room.;0;[3];36;
counting;9;790750643;Count the number of forks in this room.;1;[3];36;
counting;9;222131651;Please tell me how many forks there are somewhere in the room?;2;[3];36;
counting;9;306221385;How many forks are there in the room?;3;[3];36;
counting;9;69910707;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;9;914539920;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;9;727346990;How many potatoes are there in the room?;2;[2];36;
counting;9;196470442;How many potatoes are there in the room?;3;[2];36;
counting;9;78159136;Please tell me how many apples are around here?;0;[9];36;
counting;9;875727033;Please tell me how many apples there are somewhere in the room?;1;[9];36;
counting;9;224232323;Please tell me how many apples are around here?;2;[9];36;
counting;9;7283585;Please tell me how many apples are around here?;3;[9];36;
counting;9;57646467;How many loaves of bread are there in the room?;0;[12];36;
counting;9;83463099;Please tell me how many loaves of bread are around here?;1;[12];36;
counting;9;401532364;There are between 0 and 3 loaves of bread in the room. How many are there?;2;[12];36;
counting;9;133118876;Count the number of loaves of bread in this room.;3;[12];36;
counting;9;619968851;Please tell me how many forks there are somewhere in the room?;0;[3];36;
counting;9;192537191;Please tell me how many forks are around here?;1;[3];36;
counting;9;767307505;Please tell me how many forks are around here?;2;[3];36;
counting;9;851660663;How many forks are there in the room?;3;[3];36;
counting;9;129823143;There are between 0 and 3 loaves of bread in the room. How many are there?;0;[12];36;
counting;9;515152737;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;9;957619187;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;9;659104228;Count the number of loaves of bread in this room.;3;[12];36;
counting;9;47184752;There are between 0 and 3 apples in the room. How many are there?;0;[9];36;
counting;9;365843917;Please tell me how many apples are around here?;1;[9];36;
counting;9;942359509;Count the number of apples in this room.;2;[9];36;
counting;9;48888884;Please tell me how many apples are around here?;3;[9];36;
counting;10;726473682;Count the number of loaves of bread in this room.;0;[12];36;
counting;10;323209337;How many loaves of bread are there in the room?;1;[12];36;
counting;10;508844099;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;10;14825756;Please tell me how many loaves of bread there are somewhere in the room?;3;[12];36;
counting;10;147000080;Please tell me how many apples are around here?;0;[9];36;
counting;10;436981295;How many apples are there in the room?;1;[9];36;
counting;10;360540259;Please tell me how many apples there are somewhere in the room?;2;[9];36;
counting;10;519964543;Please tell me how many apples there are somewhere in the room?;3;[9];36;
counting;10;152450253;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;10;421112051;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;10;793195377;There are between 0 and 3 potatoes in the room. How many are there?;2;[2];36;
counting;10;307486620;There are between 0 and 3 potatoes in the room. How many are there?;3;[2];36;
counting;10;325129888;Count the number of plates in this room.;0;[4];36;
counting;10;216111027;How many plates are there in the room?;1;[4];36;
counting;10;678611281;Count the number of plates in this room.;2;[4];36;
counting;10;724945911;How many plates are there in the room?;3;[4];36;
counting;10;424612044;How many spoons are there in the room?;0;[1];36;
counting;10;708332804;Please tell me how many spoons there are somewhere in the room?;1;[1];36;
counting;10;784809732;How many spoons are there in the room?;2;[1];36;
counting;10;34614091;How many spoons are there in the room?;3;[1];36;
counting;10;915755306;Count the number of plates in this room.;0;[4];36;
counting;10;821991858;Please tell me how many plates are around here?;1;[4];36;
counting;10;109325382;Please tell me how many plates there are somewhere in the room?;2;[4];36;
counting;10;682669739;Please tell me how many plates are around here?;3;[4];36;
counting;11;935791117;Count the number of heads of lettuce in this room.;0;[8];36;
counting;11;542390779;Please tell me how many heads of lettuce are around here?;1;[8];36;
counting;11;260015410;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;11;169743080;Please tell me how many heads of lettuce are around here?;3;[8];36;
counting;11;884001347;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;11;18124266;Count the number of tomatoes in this room.;1;[6];36;
counting;11;310597456;Count the number of tomatoes in this room.;2;[6];36;
counting;11;585642722;There are between 0 and 3 tomatoes in the room. How many are there?;3;[6];36;
counting;11;404765659;Please tell me how many heads of lettuce are around here?;0;[8];36;
counting;11;936678661;Count the number of heads of lettuce in this room.;1;[8];36;
counting;11;484405353;Please tell me how many heads of lettuce there are somewhere in the room?;2;[8];36;
counting;11;552155318;Please tell me how many heads of lettuce there are somewhere in the room?;3;[8];36;
counting;11;207626339;There are between 0 and 3 bowls in the room. How many are there?;0;[7];36;
counting;11;193265481;Count the number of bowls in this room.;1;[7];36;
counting;11;611202648;Please tell me how many bowls are around here?;2;[7];36;
counting;11;589693371;Count the number of bowls in this room.;3;[7];36;
counting;11;982023645;Please tell me how many forks there are somewhere in the room?;0;[3];36;
counting;11;386562547;Please tell me how many forks are around here?;1;[3];36;
counting;11;2870820;Please tell me how many forks are around here?;2;[3];36;
counting;11;176884918;Count the number of forks in this room.;3;[3];36;
counting;11;947078796;Count the number of plates in this room.;0;[4];36;
counting;11;220110298;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;11;298266747;Count the number of plates in this room.;2;[4];36;
counting;11;324029443;Please tell me how many plates are around here?;3;[4];36;
counting;11;348938339;How many tomatoes are there in the room?;0;[6];36;
counting;11;12440953;How many tomatoes are there in the room?;1;[6];36;
counting;11;651840214;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;11;931424364;Please tell me how many tomatoes are around here?;3;[6];36;
counting;13;83753676;Please tell me how many plates are around here?;0;[4];36;
counting;13;186996170;There are between 0 and 3 plates in the room. How many are there?;1;[4];36;
counting;13;56598543;There are between 0 and 3 plates in the room. How many are there?;2;[4];36;
counting;13;308139935;Please tell me how many plates are around here?;3;[4];36;
counting;13;321803545;There are between 0 and 3 eggs in the room. How many are there?;0;[5];36;
counting;13;988217475;Please tell me how many eggs there are somewhere in the room?;1;[5];36;
counting;13;845491933;How many eggs are there in the room?;2;[5];36;
counting;13;728592932;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;14;261162164;Please tell me how many apples there are somewhere in the room?;0;[9];36;
counting;14;761032466;Please tell me how many apples are around here?;1;[9];36;
counting;14;525213561;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;14;377766039;There are between 0 and 3 apples in the room. How many are there?;3;[9];36;
counting;14;27186731;Count the number of apples in this room.;0;[9];36;
counting;14;287702003;Count the number of apples in this room.;1;[9];36;
counting;14;496209883;Count the number of apples in this room.;2;[9];36;
counting;14;368538658;Please tell me how many apples are around here?;3;[9];36;
counting;14;683071906;How many potatoes are there in the room?;0;[2];36;
counting;14;653070719;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;14;384153814;Please tell me how many potatoes are around here?;2;[2];36;
counting;14;304821465;Count the number of potatoes in this room.;3;[2];36;
counting;14;612016929;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;14;436427478;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;14;108356355;Please tell me how many potatoes are around here?;2;[2];36;
